,LotArea,Neighborhood,HouseStyle,RoofStyle,Foundation,CentralAir,YrSold,LandContour,Utilities,Condition1,Fireplaces,SaleType,KitchenQual,OverallQual,Heating,OpenPorchSF,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,FullBath,1stFlrSF,SalePrice
664,20896,Somerst,1Story,Gable,PConc,Y,2006,Lvl,AllPub,RRAn,1,New,Ex,8,GasA,267,Attchd,Fin,3,1134,TA,1,2097,423000
665,11194,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,124,Attchd,RFn,2,504,TA,2,1454,230500
666,18450,mes,2Story,Flat,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,265,CarPort,Unf,2,596,TA,2,1465,129000
667,8125,SawyerW,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,42,Attchd,RFn,2,575,TA,2,1679,193500
668,14175,Sawyer,1Story,Gable,CBlock,Y,2006,Bnk,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,2,576,TA,1,1437,168000
669,11600,Crawfor,1Story,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,1,WD,Fa,4,GasA,0,Detchd,Unf,1,252,TA,1,1180,137500
670,8633,CollgCr,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,35,Attchd,Fin,2,540,TA,2,738,173500
671,6629,Edwards,2Story,Gambrel,BrkTil,N,2009,Lvl,AllPub,Artery,0,WD,TA,6,GasA,0,Detchd,Unf,1,300,TA,2,697,103600
672,11250,Veenker,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,42,Attchd,RFn,2,546,TA,1,1208,165000
673,14442,Crawfor,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,2,WD,Gd,6,GasA,87,Attchd,Fin,2,416,TA,2,1839,257500
674,9200,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,1,384,TA,1,1136,140000
675,2289,NPkVill,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,2,440,TA,2,855,148500
676,9600,OldTown,2Story,Gable,BrkTil,N,2006,Lvl,AllPub,Norm,0,WD,TA,4,GasW,0,2Types,Unf,3,779,Fa,2,1095,87000
677,9022,OldTown,1Story,Gable,BrkTil,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Detchd,Unf,1,240,Fa,1,792,109500
678,11844,StoneBr,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,New,Gd,8,GasA,82,Attchd,Fin,3,834,TA,2,2046,372500
679,9945,Sawyer,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,572,TA,1,988,128500
680,8012,SawyerW,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,1,264,TA,2,923,143000
681,4500,SWISU,1.5Fin,Gable,BrkTil,Y,2009,Bnk,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,281,TA,1,848,159434
682,2887,ClearCr,1Story,Gable,PConc,Y,2008,HLS,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,Unf,2,431,TA,1,1291,173000
683,11248,CollgCr,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,9,GasA,45,Attchd,Fin,3,702,TA,2,1668,285000
684,16770,NoRidge,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,TA,7,GasA,81,Attchd,Fin,2,486,TA,2,1195,221000
685,5062,StoneBr,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,Attchd,Fin,2,577,TA,2,1190,207500
686,10207,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,7,GasA,105,Attchd,Fin,2,578,TA,3,874,227875
687,5105,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,60,Detchd,Unf,2,480,TA,2,551,148800
688,8089,StoneBr,1Story,Gable,PConc,Y,2007,HLS,AllPub,Norm,1,New,Gd,8,GasA,0,Attchd,RFn,2,567,TA,2,1419,392000
689,7577,NridgHt,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,28,Attchd,RFn,2,460,TA,2,1362,194700
690,4426,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,RFn,2,420,TA,1,848,141000
691,21535,NoRidge,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,2,WD,Ex,10,GasA,50,Attchd,Fin,3,832,TA,3,2444,755000
692,26178,Timber,2Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,2,WD,Gd,7,GasA,27,Attchd,RFn,2,628,TA,2,1238,335000
693,5400,OldTown,1Story,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,326,TA,1,1073,108480
694,6120,BrkSide,1.5Fin,Gable,BrkTil,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,576,TA,1,1067,141500
695,13811,Timber,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,Unf,2,551,TA,2,1137,176000
696,6000,BrkSide,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,205,TA,1,616,89000
697,6420,Edwards,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,308,TA,1,1148,123500
698,8450,Sawyer,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,RRAe,1,WD,TA,5,GasA,144,Detchd,Unf,1,336,TA,1,894,138500
699,4282,Somerst,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,158,Attchd,RFn,2,530,TA,2,1391,196000
700,14331,Timber,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,78,Attchd,Fin,3,765,TA,2,1800,312500
701,9600,NWAmes,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,0,COD,TA,7,GasA,0,Attchd,Unf,2,528,TA,1,1164,140000
702,12438,StoneBr,2Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Ex,8,GasA,100,BuiltIn,Fin,3,666,TA,2,1264,361919
703,7630,OldTown,2Story,Gable,BrkTil,Y,2010,Lvl,AllPub,Feedr,1,WD,Gd,5,GasA,0,Detchd,Unf,2,672,TA,2,1032,140000
704,8400,CollgCr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,35,Attchd,RFn,2,606,TA,2,1484,213000
705,5600,IDOTRR,2Story,Hip,Slab,N,2010,Lvl,AllPub,Norm,0,WD,Fa,4,GasA,0,,,0,0,,2,372,55000
706,115149,ClearCr,1Story,Gable,CBlock,Y,2007,Low,AllPub,Norm,2,WD,Gd,7,GasA,48,Attchd,Unf,2,739,TA,2,1824,302000
707,6240,NridgHt,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,38,Attchd,Fin,2,550,TA,2,1324,254000
708,9018,Gilbert,2Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,7,GasA,24,Attchd,Fin,2,400,TA,2,728,179540
709,7162,Sawyer,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,408,TA,1,904,109900
710,4130,BrkSide,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,3,GasA,0,,,0,0,,1,729,52000
711,8712,IDOTRR,1.5Fin,Gable,Stone,Y,2010,HLS,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,RFn,1,384,TA,1,859,102776
712,4671,StoneBr,1Story,Gable,PConc,Y,2008,HLS,AllPub,Norm,1,WD,Gd,8,GasA,120,Attchd,Fin,2,472,TA,2,1228,189000
713,9873,BrkSide,1Story,Gable,CBlock,N,2006,Lvl,AllPub,RRAn,0,WD,TA,4,GasW,288,Detchd,Unf,2,576,TA,1,960,129000
714,13517,Sawyer,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,RRAe,0,WD,Gd,6,GasA,44,Attchd,RFn,2,475,TA,2,725,130500
715,10140,NWAmes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,2,478,TA,2,1350,165000
716,10800,OldTown,2Story,Gable,BrkTil,Y,2007,Bnk,AllPub,Norm,0,WD,TA,7,GasA,48,Detchd,Unf,2,704,TA,1,1576,159500
717,10000,NWAmes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,0,Attchd,Unf,2,439,TA,1,1178,157000
718,10542,NoRidge,2Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,154,Attchd,RFn,3,983,TA,2,1325,341000
719,9920,CollgCr,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Unf,1,300,TA,1,971,128500
720,6563,StoneBr,1Story,Gable,PConc,Y,2006,Low,AllPub,Norm,1,WD,Gd,8,GasA,28,Attchd,RFn,2,564,TA,2,1742,275000
721,4426,CollgCr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,0,Attchd,RFn,2,420,TA,1,848,143000
722,8120,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,463,TA,1,864,124500
723,8172,Edwards,1.5Fin,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,1,548,TA,2,997,135000
724,13286,Edwards,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,9,GasA,64,Attchd,Fin,3,768,TA,2,1698,320000
725,6960,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,4,GasA,0,Detchd,Unf,2,660,TA,1,864,120500
726,21695,Crawfor,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,44,Attchd,Fin,2,540,TA,2,1680,222000
727,7314,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,0,Attchd,RFn,2,632,TA,2,1232,194500
728,11475,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,COD,TA,5,GasA,25,Detchd,Unf,3,888,TA,2,1776,110000
729,6240,IDOTRR,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,4,GasA,23,Detchd,Unf,2,539,TA,1,848,103000
730,5389,StoneBr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,152,Attchd,RFn,2,608,TA,2,1616,236500
731,9590,Timber,SLvl,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,22,Attchd,Fin,2,438,TA,2,1146,187500
732,11404,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,84,Attchd,Fin,2,541,TA,2,1153,222500
733,10000,Sawyer,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Feedr,1,WD,TA,5,GasA,0,Attchd,RFn,1,264,TA,1,1144,131400
734,8978,Sawyer,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,300,TA,1,948,108000
735,10800,OldTown,2.5Unf,Gable,BrkTil,N,2006,Lvl,AllPub,Norm,2,WD,TA,7,GasW,341,Detchd,Unf,2,320,TA,1,880,163000
736,8544,mes,1Story,Gable,CBlock,N,2006,Lvl,AllPub,Norm,0,WD,TA,3,GasA,0,Detchd,Unf,2,400,TA,2,1040,93500
737,10463,Gilbert,2Story,Gable,PConc,Y,2006,HLS,AllPub,Norm,1,WD,Gd,8,GasA,116,Attchd,Fin,3,800,TA,2,901,239900
738,10800,Edwards,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,,,0,0,,3,1200,179000
739,9313,CollgCr,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,56,Attchd,RFn,2,572,TA,2,864,190000
740,9600,OldTown,2Story,Gable,BrkTil,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,360,TA,2,768,132000
741,6768,Sawyer,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Feedr,0,WD,Gd,6,GasA,0,Detchd,Unf,1,288,TA,1,912,142000
742,8450,SawyerW,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,TA,7,GasA,55,Attchd,Unf,2,539,TA,2,1349,179000
743,12886,Sawyer,SLvl,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,RFn,2,480,TA,2,1464,175000
744,5395,StoneBr,1Story,Gable,PConc,Y,2008,HLS,AllPub,Norm,1,WD,Gd,8,GasA,0,Attchd,RFn,2,462,TA,2,1337,180000
745,8963,NWAmes,2Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,2,WD,Gd,8,GasA,204,BuiltIn,Fin,2,831,TA,3,1175,299800
746,8795,Gilbert,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,54,BuiltIn,Fin,2,554,TA,2,980,236000
747,11700,OldTown,2Story,Mansard,Stone,N,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasW,0,Detchd,Unf,4,864,TA,1,1320,265979
748,10593,NoRidge,1Story,Hip,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,56,Attchd,Fin,2,527,TA,2,1720,260400
749,8405,Edwards,1.5Fin,Gable,Slab,N,2009,Lvl,AllPub,Norm,0,WD,TA,4,Wall,0,Detchd,Unf,1,240,TA,2,1088,98000
750,8800,OldTown,1.5Fin,Gable,BrkTil,Y,2010,Lvl,AllPub,Norm,0,WD,TA,4,GasA,160,,,0,0,,1,792,96500
751,7750,Gilbert,2Story,Gable,PConc,Y,2007,Lvl,AllPub,RRAn,0,WD,Gd,7,GasA,48,Attchd,Fin,2,400,TA,2,660,162000
752,9236,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,27,Attchd,RFn,2,576,TA,2,1494,217000
753,10240,NridgHt,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,52,Attchd,RFn,3,878,TA,2,1038,275500
754,7930,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,48,Detchd,RFn,2,440,TA,1,1026,156000
755,3230,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,24,Detchd,Unf,2,440,TA,2,742,172500
756,10769,CollgCr,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,8,GasA,105,Attchd,RFn,2,578,TA,2,866,212000
757,11616,Sawyer,2Story,Hip,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Fin,2,440,TA,2,672,158900
758,2280,Somerst,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,7,GasA,0,Detchd,Unf,2,440,TA,2,757,179400
759,12257,NoRidge,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,98,Attchd,RFn,3,752,TA,2,1328,290000
760,9100,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,300,Ex,1,864,127500
761,6911,BrkSide,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Feedr,0,WD,Fa,5,GasA,0,Detchd,Unf,2,440,TA,1,1301,100000
762,8640,Somerst,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,Con,Gd,7,GasA,45,Attchd,Unf,2,614,TA,2,764,215200
763,9430,NoRidge,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,128,Attchd,RFn,3,856,TA,2,1268,337000
764,9549,Veenker,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,30,Attchd,Fin,2,481,TA,1,1494,270000
765,14587,Somerst,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,New,Ex,9,GasA,174,Attchd,Fin,2,592,TA,2,1506,264132
766,10421,NWAmes,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,7,GasA,66,Attchd,Unf,2,496,TA,2,980,196500
767,12508,Mitchel,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,1,423,TA,2,983,160000
768,9100,CollgCr,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,33,Attchd,Fin,2,484,TA,2,1836,216837
769,53504,StoneBr,2Story,Hip,PConc,Y,2010,HLS,AllPub,Norm,1,WD,Ex,8,GasA,36,BuiltIn,Fin,3,841,TA,3,1690,538000
770,7252,Sawyer,SFoyer,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,576,TA,1,858,134900
771,8877,Edwards,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,COD,TA,4,GasA,0,Detchd,Unf,2,396,TA,1,1220,102000
772,7819,Edwards,SLvl,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Detchd,Unf,2,672,TA,1,1117,107000
773,10150,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Feedr,0,COD,TA,5,GasA,0,Attchd,RFn,1,275,TA,1,912,114500
774,14226,NridgHt,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,8,GasA,45,Attchd,Fin,3,895,TA,2,1973,395000
775,4500,Mitchel,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,TA,6,GasA,247,Attchd,Fin,2,412,TA,2,1204,162000
776,11210,CollgCr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,New,Gd,7,GasA,59,Attchd,RFn,3,865,TA,2,1614,221500
777,13350,Sawyer,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Unf,2,440,TA,1,894,142500
778,8400,SawyerW,1Story,Gable,Slab,Y,2007,Lvl,AllPub,Feedr,2,WD,TA,5,GasA,0,Detchd,Unf,2,630,TA,2,2020,144000
779,10530,Mitchel,SFoyer,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,504,TA,1,1004,135000
780,7875,Gilbert,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,TA,7,GasA,21,Attchd,Fin,2,402,TA,2,1253,176000
781,7153,SawyerW,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,124,Attchd,RFn,2,484,TA,2,810,175900
782,16285,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,33,Attchd,RFn,2,605,TA,2,1430,187100
783,9101,Mitchel,SFoyer,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,30,Attchd,Fin,2,602,TA,1,1110,165500
784,6300,OldTown,2.5Unf,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,291,,,0,0,,2,742,128000
785,9790,NWAmes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Feedr,1,WD,TA,6,GasA,0,Attchd,Unf,2,457,TA,2,1342,161500
786,10800,OldTown,1.5Fin,Gable,PConc,Y,2010,Lvl,AllPub,Artery,0,WD,TA,5,GasA,0,Detchd,Unf,1,416,TA,2,966,139000
787,10142,SawyerW,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,45,BuiltIn,RFn,2,618,TA,2,956,233000
788,6000,OldTown,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,1,281,Fa,1,901,107900
789,12205,ClearCr,2Story,Gable,CBlock,Y,2007,Low,AllPub,Norm,0,WD,Gd,6,GasA,168,Attchd,Fin,2,444,TA,2,976,187500
790,3182,Blmngtn,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,16,Attchd,Fin,2,397,TA,2,1145,160200
791,11333,Mitchel,SLvl,Gable,PConc,Y,2007,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,RFn,2,539,TA,1,1062,146800
792,9920,NoRidge,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,TA,7,GasA,130,Attchd,Unf,2,455,TA,2,1127,269790
793,9158,Somerst,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,New,Gd,8,GasA,130,Attchd,Fin,2,474,TA,2,1496,225000
794,10832,Gilbert,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,46,Attchd,Fin,2,409,TA,2,1086,194500
795,8400,SawyerW,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,6,GasA,50,Attchd,Unf,2,476,TA,2,888,171000
796,8197,Sawyer,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,2,528,TA,1,1285,143500
797,7677,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,240,TA,1,773,110000
798,13518,NridgHt,2Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,2,New,Ex,9,GasA,78,BuiltIn,Fin,3,820,TA,3,1966,485000
799,7200,SWISU,1.5Fin,Gable,BrkTil,Y,2007,Lvl,AllPub,Feedr,2,WD,Gd,5,GasA,0,Detchd,Unf,1,240,TA,1,981,175000
800,12798,ClearCr,2Story,Gable,PConc,Y,2008,HLS,AllPub,Feedr,0,WD,Gd,6,GasA,114,Attchd,RFn,2,603,TA,2,616,200000
801,4800,IDOTRR,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,Unf,2,440,TA,1,1196,109900
802,8199,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,18,Attchd,Fin,2,410,TA,2,728,189000
803,13891,NridgHt,2Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,New,Ex,9,GasA,170,BuiltIn,RFn,3,1020,TA,3,1734,582933
804,9000,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,286,TA,1,1128,118000
805,12274,Somerst,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,New,Ex,7,GasA,60,Attchd,RFn,2,554,TA,2,1428,227680
806,9750,mes,SLvl,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Fin,1,384,TA,2,980,135500
807,21384,BrkSide,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,5,GasA,312,Attchd,RFn,2,528,TA,1,1072,223500
808,13400,mes,SLvl,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,RFn,2,484,TA,1,1086,159950
809,8100,OldTown,2.5Unf,Hip,PConc,N,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,156,Detchd,Unf,2,360,Fa,2,1075,106000
810,10140,NWAmes,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,RFn,2,484,TA,1,1309,181000
811,4438,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,ConLD,Gd,6,GasA,0,Attchd,Fin,2,420,TA,1,848,144500
812,8712,IDOTRR,1Story,Hip,CBlock,N,2010,Bnk,AllPub,Norm,0,WD,Fa,5,GasA,0,Basment,Unf,2,504,TA,1,1044,55993
813,9750,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,COD,TA,6,GasA,0,Attchd,RFn,1,301,TA,1,1442,157900
814,8248,Edwards,1.5Fin,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,0,WD,Fa,5,GasW,0,Detchd,Unf,1,280,TA,1,686,116000
815,12137,CollgCr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,34,Attchd,RFn,2,598,TA,2,1661,224900
816,11425,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,RFn,1,275,TA,1,1008,137000
817,13265,Mitchel,1Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,2,WD,Gd,8,GasA,59,Attchd,RFn,3,857,TA,2,1689,271000
818,8816,ClearCr,SLvl,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,440,TA,1,1052,155000
819,6371,NridgHt,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,New,Gd,7,GasA,35,Attchd,RFn,2,484,TA,2,1358,224000
820,7226,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,45,Attchd,RFn,2,595,TA,2,798,183000
821,6000,OldTown,1Story,Gable,CBlock,N,2009,Bnk,AllPub,Norm,0,WD,TA,4,GasA,32,Detchd,Unf,2,576,TA,1,936,93000
822,12394,Gilbert,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,48,BuiltIn,Fin,2,433,TA,2,847,225000
823,9900,SWISU,1.5Fin,Gable,BrkTil,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Detchd,Unf,1,240,TA,2,944,139500
824,11216,Somerst,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,8,GasA,140,Attchd,RFn,2,776,TA,2,1489,232600
825,14803,NridgHt,1Story,Hip,PConc,Y,2008,Lvl,AllPub,PosN,1,New,Ex,10,GasA,45,Attchd,Fin,3,1220,TA,2,2084,385000
826,6130,BrkSide,1.5Unf,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,,,0,0,,1,784,109500
827,8529,SawyerW,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,39,Attchd,RFn,2,527,TA,2,1434,189000
828,28698,ClearCr,2Story,Flat,PConc,Y,2009,Low,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Fin,2,538,TA,2,1160,185000
829,2544,Somerst,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,166,Detchd,RFn,2,480,TA,2,520,147400
